gap_id,scope,category,subject_type,osm_id,highway,name,field,severity,detail
gap-00453,core,missing_osm_tag,way,48809066,tertiary,Arnold Ratnayake Road,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00454,core,missing_osm_tag,way,48809066,tertiary,Arnold Ratnayake Road,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00455,core,missing_osm_tag,way,48809068,tertiary,Vinayalankara Mawatha,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00456,core,missing_osm_tag,way,48809068,tertiary,Vinayalankara Mawatha,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00457,core,missing_osm_tag,way,48809068,tertiary,Vinayalankara Mawatha,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00458,core,missing_osm_tag,way,48809068,tertiary,Vinayalankara Mawatha,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00459,context_buffer,missing_osm_tag,way,48810533,tertiary,J.E. Gunasekara Avenue,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-00460,context_buffer,missing_osm_tag,way,48810533,tertiary,J.E. Gunasekara Avenue,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00461,context_buffer,missing_osm_tag,way,48810533,tertiary,J.E. Gunasekara Avenue,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00462,context_buffer,missing_osm_tag,way,48810533,tertiary,J.E. Gunasekara Avenue,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00463,context_buffer,missing_osm_tag,way,48810533,tertiary,J.E. Gunasekara Avenue,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00464,context_buffer,missing_osm_tag,way,48847393,secondary,Ven. Baddegama Wimalawansa Thero Mawatha (Dean's Road),access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00465,context_buffer,missing_osm_tag,way,48847393,secondary,Ven. Baddegama Wimalawansa Thero Mawatha (Dean's Road),bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00466,context_buffer,missing_osm_tag,way,48847393,secondary,Ven. Baddegama Wimalawansa Thero Mawatha (Dean's Road),width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00467,context_buffer,missing_osm_tag,way,48847394,primary,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-00468,context_buffer,missing_osm_tag,way,48847394,primary,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00469,context_buffer,missing_osm_tag,way,48847394,primary,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00470,context_buffer,missing_osm_tag,way,48847394,primary,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00471,context_buffer,missing_osm_tag,way,48847395,secondary,Ven. Baddegama Wimalawansa Thero Mawatha (Dean's Road),access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00472,context_buffer,missing_osm_tag,way,48847395,secondary,Ven. Baddegama Wimalawansa Thero Mawatha (Dean's Road),bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00473,context_buffer,missing_osm_tag,way,48847395,secondary,Ven. Baddegama Wimalawansa Thero Mawatha (Dean's Road),width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00474,context_buffer,missing_osm_tag,way,48847396,secondary,Ven. Baddegama Wimalawansa Thero Mawatha (Dean's Road),access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00475,context_buffer,missing_osm_tag,way,48847396,secondary,Ven. Baddegama Wimalawansa Thero Mawatha (Dean's Road),bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00476,context_buffer,missing_osm_tag,way,48847396,secondary,Ven. Baddegama Wimalawansa Thero Mawatha (Dean's Road),width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00477,context_buffer,missing_osm_tag,way,48847397,primary,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-00478,context_buffer,missing_osm_tag,way,48847397,primary,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00479,context_buffer,missing_osm_tag,way,48847397,primary,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00480,context_buffer,missing_osm_tag,way,48847397,primary,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00481,context_buffer,missing_osm_tag,way,48847398,primary_link,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-00482,context_buffer,missing_osm_tag,way,48847398,primary_link,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00483,context_buffer,missing_osm_tag,way,48847398,primary_link,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00484,context_buffer,missing_osm_tag,way,48847398,primary_link,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00485,context_buffer,missing_osm_tag,way,48847399,primary,De Soysa Circus,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00486,context_buffer,missing_osm_tag,way,48847399,primary,De Soysa Circus,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00487,context_buffer,missing_osm_tag,way,48847399,primary,De Soysa Circus,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00488,context_buffer,missing_osm_tag,way,48847641,residential,Foster Lane,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00489,context_buffer,missing_osm_tag,way,48847641,residential,Foster Lane,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00490,context_buffer,missing_osm_tag,way,48847641,residential,Foster Lane,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00491,context_buffer,missing_osm_tag,way,48847641,residential,Foster Lane,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00492,context_buffer,missing_osm_tag,way,48890990,secondary_link,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-00493,context_buffer,missing_osm_tag,way,48890990,secondary_link,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00494,context_buffer,missing_osm_tag,way,48890990,secondary_link,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00495,context_buffer,missing_osm_tag,way,48890990,secondary_link,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00496,context_buffer,missing_osm_tag,way,48890991,secondary,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-00497,context_buffer,missing_osm_tag,way,48890991,secondary,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00498,context_buffer,missing_osm_tag,way,48890991,secondary,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00499,context_buffer,missing_osm_tag,way,48890991,secondary,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00500,context_buffer,missing_osm_tag,way,48891593,residential,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-00501,context_buffer,missing_osm_tag,way,48891593,residential,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-00502,context_buffer,missing_osm_tag,way,48891593,residential,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00503,context_buffer,missing_osm_tag,way,48891593,residential,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00504,context_buffer,missing_osm_tag,way,48891593,residential,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00505,context_buffer,missing_osm_tag,way,49263302,residential,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-00506,context_buffer,missing_osm_tag,way,49263302,residential,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-00507,context_buffer,missing_osm_tag,way,49263302,residential,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00508,context_buffer,missing_osm_tag,way,49263302,residential,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00509,context_buffer,missing_osm_tag,way,49263302,residential,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00510,context_buffer,missing_osm_tag,way,49263302,residential,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00511,context_buffer,missing_osm_tag,way,49263303,residential,Nawam Mawatha,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00512,context_buffer,missing_osm_tag,way,49263303,residential,Nawam Mawatha,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00513,context_buffer,missing_osm_tag,way,49263303,residential,Nawam Mawatha,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00514,context_buffer,missing_osm_tag,way,49263303,residential,Nawam Mawatha,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00515,context_buffer,missing_osm_tag,way,49263304,residential,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-00516,context_buffer,missing_osm_tag,way,49263304,residential,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00517,context_buffer,missing_osm_tag,way,49263304,residential,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00518,context_buffer,missing_osm_tag,way,49263304,residential,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00519,context_buffer,missing_osm_tag,way,49263304,residential,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00520,core,missing_osm_tag,way,50000149,residential,New Ferry Lane,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00521,core,missing_osm_tag,way,50000149,residential,New Ferry Lane,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00522,core,missing_osm_tag,way,50000149,residential,New Ferry Lane,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00523,core,missing_osm_tag,way,50000149,residential,New Ferry Lane,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00524,core,missing_osm_tag,way,50061483,primary,Dr. Colvin R. de Silva Mawatha (Union Place),access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00525,core,missing_osm_tag,way,50061483,primary,Dr. Colvin R. de Silva Mawatha (Union Place),bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00526,core,missing_osm_tag,way,50061483,primary,Dr. Colvin R. de Silva Mawatha (Union Place),width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00527,core,missing_osm_tag,way,50061748,tertiary,Sir Henry De Mel Mawatha,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-00528,core,missing_osm_tag,way,50061748,tertiary,Sir Henry De Mel Mawatha,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00529,core,missing_osm_tag,way,50061748,tertiary,Sir Henry De Mel Mawatha,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00530,core,missing_osm_tag,way,50061748,tertiary,Sir Henry De Mel Mawatha,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00531,core,missing_osm_tag,way,50061749,tertiary,Malay Street,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00532,core,missing_osm_tag,way,50061749,tertiary,Malay Street,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00533,core,missing_osm_tag,way,50061749,tertiary,Malay Street,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00534,core,missing_osm_tag,way,50061749,tertiary,Malay Street,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00535,core,missing_osm_tag,way,50075272,primary_link,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-00536,core,missing_osm_tag,way,50075272,primary_link,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00537,core,missing_osm_tag,way,50075272,primary_link,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00538,core,missing_osm_tag,way,50075272,primary_link,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00539,core,missing_osm_tag,way,50075272,primary_link,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00540,core,missing_osm_tag,way,50075630,tertiary,Norris Canal Road,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00541,core,missing_osm_tag,way,50075630,tertiary,Norris Canal Road,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00542,core,missing_osm_tag,way,50075630,tertiary,Norris Canal Road,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00543,core,missing_osm_tag,way,50159910,tertiary,Braybrooke Place,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00544,core,missing_osm_tag,way,50159910,tertiary,Braybrooke Place,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00545,core,missing_osm_tag,way,50159910,tertiary,Braybrooke Place,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00546,context_buffer,missing_osm_tag,way,50732593,trunk,Sir James Peiris Mawatha,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-00547,context_buffer,missing_osm_tag,way,50732593,trunk,Sir James Peiris Mawatha,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00548,context_buffer,missing_osm_tag,way,50732593,trunk,Sir James Peiris Mawatha,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00549,context_buffer,missing_osm_tag,way,50732593,trunk,Sir James Peiris Mawatha,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00550,context_buffer,missing_osm_tag,way,50734469,residential,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-00551,context_buffer,missing_osm_tag,way,50734469,residential,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-00552,context_buffer,missing_osm_tag,way,50734469,residential,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00553,context_buffer,missing_osm_tag,way,50734469,residential,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00554,context_buffer,missing_osm_tag,way,50734469,residential,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00555,context_buffer,missing_osm_tag,way,50734469,residential,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00556,context_buffer,missing_osm_tag,way,51189381,residential,Lake Crescent,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-00557,context_buffer,missing_osm_tag,way,51189381,residential,Lake Crescent,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00558,context_buffer,missing_osm_tag,way,51189381,residential,Lake Crescent,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00559,context_buffer,missing_osm_tag,way,51189381,residential,Lake Crescent,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00560,context_buffer,missing_osm_tag,way,51189381,residential,Lake Crescent,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00561,context_buffer,missing_osm_tag,way,51189382,residential,Hunupitiya Lake Road,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00562,context_buffer,missing_osm_tag,way,51189382,residential,Hunupitiya Lake Road,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00563,context_buffer,missing_osm_tag,way,51189382,residential,Hunupitiya Lake Road,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00564,context_buffer,missing_osm_tag,way,51189382,residential,Hunupitiya Lake Road,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00565,context_buffer,missing_osm_tag,way,51191248,residential,Stork Place,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-00566,context_buffer,missing_osm_tag,way,51191248,residential,Stork Place,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00567,context_buffer,missing_osm_tag,way,51191248,residential,Stork Place,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00568,context_buffer,missing_osm_tag,way,51191248,residential,Stork Place,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00569,context_buffer,missing_osm_tag,way,51191248,residential,Stork Place,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00570,core,missing_osm_tag,way,51267787,primary_link,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-00571,core,missing_osm_tag,way,51267787,primary_link,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-00572,core,missing_osm_tag,way,51267787,primary_link,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00573,core,missing_osm_tag,way,51267787,primary_link,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00574,core,missing_osm_tag,way,51267787,primary_link,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00575,core,missing_osm_tag,way,51267787,primary_link,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00576,context_buffer,missing_osm_tag,way,51267789,service,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-00577,context_buffer,missing_osm_tag,way,51267789,service,,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-00578,context_buffer,missing_osm_tag,way,51267789,service,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00579,context_buffer,missing_osm_tag,way,51267789,service,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00580,context_buffer,missing_osm_tag,way,51267789,service,,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00581,context_buffer,missing_osm_tag,way,51267789,service,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00582,context_buffer,missing_osm_tag,way,51267789,service,,maxspeed,information_gap,OSM way has no maxspeed tag; absence is not evidence of a real-world value or condition.
gap-00583,context_buffer,missing_osm_tag,way,51269351,residential,Sea Street,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00584,context_buffer,missing_osm_tag,way,51269351,residential,Sea Street,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00585,context_buffer,missing_osm_tag,way,51269351,residential,Sea Street,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00586,context_buffer,missing_osm_tag,way,51269351,residential,Sea Street,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00587,context_buffer,missing_osm_tag,way,51269353,residential,Gabos Lane,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00588,context_buffer,missing_osm_tag,way,51269353,residential,Gabos Lane,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00589,context_buffer,missing_osm_tag,way,51269353,residential,Gabos Lane,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00590,context_buffer,missing_osm_tag,way,51269353,residential,Gabos Lane,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00591,context_buffer,missing_osm_tag,way,51270644,tertiary,Quarry Road,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00592,context_buffer,missing_osm_tag,way,51270644,tertiary,Quarry Road,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00593,context_buffer,missing_osm_tag,way,51270644,tertiary,Quarry Road,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00594,context_buffer,missing_osm_tag,way,51270644,tertiary,Quarry Road,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00595,context_buffer,missing_osm_tag,way,51270645,tertiary,Abdul Hameed Street,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-00596,context_buffer,missing_osm_tag,way,51270645,tertiary,Abdul Hameed Street,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00597,context_buffer,missing_osm_tag,way,51270645,tertiary,Abdul Hameed Street,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00598,context_buffer,missing_osm_tag,way,51270645,tertiary,Abdul Hameed Street,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00599,context_buffer,missing_osm_tag,way,51270645,tertiary,Abdul Hameed Street,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00600,context_buffer,missing_osm_tag,way,51270649,primary,Mohamad Zain Mawatha (Central Road),access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00601,context_buffer,missing_osm_tag,way,51270649,primary,Mohamad Zain Mawatha (Central Road),bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00602,context_buffer,missing_osm_tag,way,51270649,primary,Mohamad Zain Mawatha (Central Road),width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00603,core,missing_osm_tag,way,51988823,secondary,Ven. Baddegama Wimalawansa Thero Mawatha (Symond's Road),access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00604,core,missing_osm_tag,way,51988823,secondary,Ven. Baddegama Wimalawansa Thero Mawatha (Symond's Road),bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00605,core,missing_osm_tag,way,51988823,secondary,Ven. Baddegama Wimalawansa Thero Mawatha (Symond's Road),width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00606,context_buffer,missing_osm_tag,way,52028084,tertiary,Sri Jinarathana Road,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00607,context_buffer,missing_osm_tag,way,52028084,tertiary,Sri Jinarathana Road,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00608,context_buffer,missing_osm_tag,way,52028084,tertiary,Sri Jinarathana Road,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00609,context_buffer,missing_osm_tag,way,52028084,tertiary,Sri Jinarathana Road,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00610,context_buffer,missing_osm_tag,way,52145793,secondary_link,,name,information_gap,OSM way has no name tag; absence is not evidence of a real-world value or condition.
gap-00611,context_buffer,missing_osm_tag,way,52145793,secondary_link,,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00612,context_buffer,missing_osm_tag,way,52145793,secondary_link,,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00613,context_buffer,missing_osm_tag,way,52145793,secondary_link,,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00614,core,missing_osm_tag,way,52271701,primary,T. B. Jayah Mawatha,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00615,core,missing_osm_tag,way,52271701,primary,T. B. Jayah Mawatha,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00616,core,missing_osm_tag,way,52271701,primary,T. B. Jayah Mawatha,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00617,context_buffer,missing_osm_tag,way,52433912,tertiary,Park Street,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-00618,context_buffer,missing_osm_tag,way,52433912,tertiary,Park Street,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00619,context_buffer,missing_osm_tag,way,52433912,tertiary,Park Street,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00620,context_buffer,missing_osm_tag,way,52433912,tertiary,Park Street,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00621,context_buffer,missing_osm_tag,way,52433912,tertiary,Park Street,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00622,context_buffer,missing_osm_tag,way,52446997,residential,Nelson Lane,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-00623,context_buffer,missing_osm_tag,way,52446997,residential,Nelson Lane,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00624,context_buffer,missing_osm_tag,way,52446997,residential,Nelson Lane,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00625,context_buffer,missing_osm_tag,way,52446997,residential,Nelson Lane,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00626,context_buffer,missing_osm_tag,way,52446997,residential,Nelson Lane,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00627,context_buffer,missing_osm_tag,way,52447000,secondary,Rotunda Gardens,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-00628,context_buffer,missing_osm_tag,way,52447000,secondary,Rotunda Gardens,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00629,context_buffer,missing_osm_tag,way,52447000,secondary,Rotunda Gardens,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00630,context_buffer,missing_osm_tag,way,52447000,secondary,Rotunda Gardens,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00631,context_buffer,missing_osm_tag,way,52447000,secondary,Rotunda Gardens,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
gap-00632,context_buffer,missing_osm_tag,way,52447031,residential,Mahanuga Gardens,oneway,information_gap,OSM way has no oneway tag; absence is not evidence of a real-world value or condition.
gap-00633,context_buffer,missing_osm_tag,way,52447031,residential,Mahanuga Gardens,access,information_gap,OSM way has no access tag; absence is not evidence of a real-world value or condition.
gap-00634,context_buffer,missing_osm_tag,way,52447031,residential,Mahanuga Gardens,bicycle,information_gap,OSM way has no bicycle tag; absence is not evidence of a real-world value or condition.
gap-00635,context_buffer,missing_osm_tag,way,52447031,residential,Mahanuga Gardens,lanes,information_gap,OSM way has no lanes tag; absence is not evidence of a real-world value or condition.
gap-00636,context_buffer,missing_osm_tag,way,52447031,residential,Mahanuga Gardens,width,information_gap,OSM way has no width tag; absence is not evidence of a real-world value or condition.
